Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease,LLM,Summarizer
plot,off,on,on,0.023002,0.147454,0.322339,0.051051,0.142429,15.795793,moonshotai/kimi-k2.5,longformer_ext
plot,off,on,on,0.020878,0.146337,0.362983,0.068407,0.154537,8.825374,moonshotai/kimi-k2.5,t5
plot,off,on,on,0.048771,0.197062,0.45491,0.148594,0.192385,23.633644,moonshotai/kimi-k2.5,bart
plot,off,on,on,0.027227,0.26771,0.368692,0.109278,0.147271,-11.650328,moonshotai/kimi-k2.5,bert
plot,off,on,on,0.05371,0.193022,0.354249,0.10183,0.160445,-6.722439,moonshotai/kimi-k2.5,longformer_ext
plot,off,on,on,0.012277,0.122489,0.328261,0.087146,0.147826,23.092698,moonshotai/kimi-k2.5,t5
table,off,on,on,0.022236,0.145207,0.362553,0.061381,0.158298,11.295791,moonshotai/kimi-k2.5,bart
table,off,on,on,0.013773,0.271344,0.382467,0.054194,0.141813,-1.780746,moonshotai/kimi-k2.5,bert
table,off,on,on,0.004334,0.094779,0.2607,0.017544,0.122568,11.131658,moonshotai/kimi-k2.5,longformer_ext
table,off,on,on,0.020328,0.140676,0.34904,0.064685,0.155323,10.427059,moonshotai/kimi-k2.5,t5
table,off,on,on,0.034821,0.158396,0.369658,0.115632,0.175214,19.127983,moonshotai/kimi-k2.5,bart
table,off,on,on,0.024436,0.245428,0.365733,0.093458,0.144975,-10.335947,moonshotai/kimi-k2.5,bert
table,off,on,on,0.011903,0.09928,0.181818,0.035367,0.088261,-114.665062,moonshotai/kimi-k2.5,longformer_ext
table,off,on,on,0.027614,0.178525,0.382892,0.1,0.164969,32.620652,moonshotai/kimi-k2.5,t5
plot+table,off,on,on,0.015581,0.157476,0.354531,0.06051,0.139905,5.343024,moonshotai/kimi-k2.5,bart
plot+table,off,on,on,0.019326,0.284814,0.384069,0.071034,0.141167,-1.558545,moonshotai/kimi-k2.5,bert
plot+table,off,on,on,0.014516,0.171137,0.344143,0.047714,0.142952,14.343135,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,on,on,0.013346,0.162873,0.386113,0.064461,0.154107,16.975611,moonshotai/kimi-k2.5,t5
plot+table,off,on,on,0.045022,0.138746,0.342574,0.085317,0.162376,9.347879,moonshotai/kimi-k2.5,bart
plot+table,off,on,on,0.027287,0.270575,0.384275,0.111166,0.14742,-3.290154,moonshotai/kimi-k2.5,bert
plot+table,off,on,on,0.054356,0.195479,0.382276,0.128808,0.177237,33.636815,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,on,on,0.010071,0.14904,0.348884,0.079268,0.139959,11.650382,moonshotai/kimi-k2.5,t5
plot,on,on,on,0.034771,0.192778,0.445177,0.105698,0.181369,26.983934,moonshotai/kimi-k2.5,bart
plot,on,on,on,0.012537,0.274994,0.387505,0.083102,0.148675,0.876151,moonshotai/kimi-k2.5,bert
plot,on,on,on,0.008836,0.162283,0.313472,0.036316,0.165803,-3.751843,moonshotai/kimi-k2.5,longformer_ext
plot,on,on,on,0.015231,0.158909,0.374461,0.077787,0.155306,24.596299,moonshotai/kimi-k2.5,t5
plot,on,on,on,0.038959,0.191564,0.446829,0.148583,0.185366,29.030014,moonshotai/kimi-k2.5,bart
plot,on,on,on,0.011817,0.244521,0.343291,0.089204,0.128608,-6.779813,moonshotai/kimi-k2.5,bert
plot,on,on,on,0.040897,0.193885,0.374482,0.111203,0.162386,15.246304,moonshotai/kimi-k2.5,longformer_ext
plot,on,on,on,0.019569,0.179984,0.404541,0.109617,0.173375,26.049643,moonshotai/kimi-k2.5,t5
table,on,on,on,0.024345,0.166902,0.375,0.053659,0.154221,15.797862,moonshotai/kimi-k2.5,bart
table,on,on,on,0.007777,0.272974,0.364329,0.057971,0.134909,-7.536567,moonshotai/kimi-k2.5,bert
table,on,on,on,0.011044,0.163487,0.369632,0.050691,0.156442,6.528153,moonshotai/kimi-k2.5,longformer_ext
table,on,on,on,0.012547,0.152327,0.356602,0.047178,0.136249,13.198182,moonshotai/kimi-k2.5,t5
table,on,on,on,0.03258,0.175771,0.384411,0.097604,0.166519,12.141463,moonshotai/kimi-k2.5,bart
table,on,on,on,0.009646,0.243778,0.31695,0.085517,0.118512,-9.918446,moonshotai/kimi-k2.5,bert
table,on,on,on,0.020467,0.194598,0.327675,0.05765,0.137269,-3.136872,moonshotai/kimi-k2.5,longformer_ext
table,on,on,on,0.009696,0.140193,0.333005,0.043435,0.126108,10.952062,moonshotai/kimi-k2.5,t5
plot+table,on,on,on,0.01529,0.18324,0.395161,0.067851,0.154839,13.316905,moonshotai/kimi-k2.5,bart
plot+table,on,on,on,0.010497,0.276457,0.358761,0.077853,0.145015,-5.206976,moonshotai/kimi-k2.5,bert
plot+table,on,on,on,0.019856,0.217981,0.444761,0.084226,0.176764,15.338833,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,on,on,0.009566,0.14974,0.370872,0.050891,0.145639,19.953191,moonshotai/kimi-k2.5,t5
plot+table,on,on,on,0.061219,0.200966,0.409091,0.126095,0.181818,19.774842,moonshotai/kimi-k2.5,bart
plot+table,on,on,on,0.014218,0.252051,0.333475,0.081093,0.12452,-5.913118,moonshotai/kimi-k2.5,bert
plot+table,on,on,on,0.022253,0.19297,0.374537,0.084507,0.158401,4.530735,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,on,on,0.019786,0.182771,0.401923,0.078998,0.161538,25.470445,moonshotai/kimi-k2.5,t5
plot,off,off,off,0.020374,0.135628,0.355724,0.085308,0.155156,17.271563,moonshotai/kimi-k2.5,bart
plot,off,off,off,0.023036,0.284628,0.460594,0.10041,0.168884,6.15776,moonshotai/kimi-k2.5,bert
plot,off,off,off,0.010069,0.097015,0.220036,0.039427,0.119857,4.369151,moonshotai/kimi-k2.5,longformer_ext
plot,off,off,off,0.00648,0.105784,0.307538,0.058409,0.136683,21.620948,moonshotai/kimi-k2.5,t5
plot,off,off,off,0.027765,0.153479,0.346282,0.115684,0.173141,28.183226,moonshotai/kimi-k2.5,bart
plot,off,off,off,0.050333,0.270453,0.472656,0.162973,0.183594,6.459237,moonshotai/kimi-k2.5,bert
plot,off,off,off,0.002023,0.054349,0.121076,0.011236,0.091928,42.8825,moonshotai/kimi-k2.5,longformer_ext
plot,off,off,off,0.013116,0.13241,0.338636,0.102506,0.161364,30.390543,moonshotai/kimi-k2.5,t5
table,off,off,off,0.021715,0.145025,0.359862,0.065858,0.16609,10.001293,moonshotai/kimi-k2.5,bart
table,off,off,off,0.016319,0.270585,0.392989,0.069252,0.145756,2.70425,moonshotai/kimi-k2.5,bert
table,off,off,off,0.011174,0.12529,0.297619,0.04918,0.127976,-0.829131,moonshotai/kimi-k2.5,longformer_ext
table,off,off,off,0.014307,0.107665,0.295051,0.050514,0.136321,6.310852,moonshotai/kimi-k2.5,t5
table,off,off,off,0.041498,0.171832,0.414946,0.110345,0.178958,15.719987,moonshotai/kimi-k2.5,bart
table,off,off,off,0.026998,0.269187,0.391545,0.103778,0.141922,0.686138,moonshotai/kimi-k2.5,bert
table,off,off,off,0.031137,0.126218,0.286902,0.083333,0.155925,26.093893,moonshotai/kimi-k2.5,longformer_ext
table,off,off,off,0.020552,0.163074,0.385303,0.097512,0.156902,26.989371,moonshotai/kimi-k2.5,t5
plot+table,off,off,off,0.008659,0.167573,0.365052,0.064125,0.16955,8.900106,moonshotai/kimi-k2.5,bart
plot+table,off,off,off,0.022646,0.28993,0.402309,0.088889,0.160746,4.070064,moonshotai/kimi-k2.5,bert
plot+table,off,off,off,0.011909,0.17367,0.365891,0.052795,0.156589,28.841213,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,off,off,0.009769,0.144233,0.371761,0.062668,0.164433,17.208971,moonshotai/kimi-k2.5,t5
plot+table,off,off,off,0.05746,0.190032,0.420949,0.134653,0.187747,22.347319,moonshotai/kimi-k2.5,bart
plot+table,off,off,off,0.026993,0.271518,0.407407,0.121822,0.156614,-3.744924,moonshotai/kimi-k2.5,bert
plot+table,off,off,off,0.031783,0.161248,0.387446,0.130152,0.214286,21.59184,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,off,off,0.01969,0.14975,0.368586,0.094439,0.167539,34.984493,moonshotai/kimi-k2.5,t5
plot,on,off,off,0.010167,0.14629,0.347435,0.06312,0.151215,6.547705,moonshotai/kimi-k2.5,bart
plot,on,off,off,0.020667,0.286374,0.442164,0.088702,0.152985,2.054921,moonshotai/kimi-k2.5,bert
plot,on,off,off,0.011516,0.185229,0.387097,0.064615,0.156682,-11.779,moonshotai/kimi-k2.5,longformer_ext
plot,on,off,off,0.00566,0.1314,0.327805,0.060606,0.134634,16.774911,moonshotai/kimi-k2.5,t5
plot,on,off,off,0.035023,0.177364,0.454115,0.134597,0.200568,21.990465,moonshotai/kimi-k2.5,bart
plot,on,off,off,0.015024,0.264147,0.420021,0.125,0.150671,1.179583,moonshotai/kimi-k2.5,bert
plot,on,off,off,0.03145,0.198075,0.411966,0.10274,0.17094,3.027431,moonshotai/kimi-k2.5,longformer_ext
plot,on,off,off,0.03677,0.180099,0.401198,0.108,0.161677,24.018236,moonshotai/kimi-k2.5,t5
table,on,off,off,0.017752,0.148181,0.375421,0.052277,0.159933,8.231501,moonshotai/kimi-k2.5,bart
table,on,off,off,0.010206,0.270235,0.371325,0.06449,0.142569,1.221993,moonshotai/kimi-k2.5,bert
table,on,off,off,0.012431,0.168451,0.380597,0.058296,0.155224,-23.228942,moonshotai/kimi-k2.5,longformer_ext
table,on,off,off,0.008412,0.161396,0.38481,0.05579,0.14346,19.550374,moonshotai/kimi-k2.5,t5
table,on,off,off,0.018444,0.167117,0.355769,0.077071,0.159615,10.548105,moonshotai/kimi-k2.5,bart
table,on,off,off,0.00921,0.258391,0.375758,0.090527,0.129604,6.29876,moonshotai/kimi-k2.5,bert
table,on,off,off,0.022445,0.184886,0.374204,0.076555,0.144904,8.118924,moonshotai/kimi-k2.5,longformer_ext
table,on,off,off,0.018853,0.165435,0.380403,0.082772,0.146013,18.140347,moonshotai/kimi-k2.5,t5
plot+table,on,off,off,0.017138,0.180752,0.417814,0.079481,0.160324,15.670086,moonshotai/kimi-k2.5,bart
plot+table,on,off,off,0.017049,0.276328,0.387903,0.075061,0.145161,4.822048,moonshotai/kimi-k2.5,bert
plot+table,on,off,off,0.023628,0.215002,0.44868,0.099853,0.190616,14.649562,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,off,off,0.006344,0.117309,0.314667,0.035619,0.124444,20.117107,moonshotai/kimi-k2.5,t5
plot+table,on,off,off,0.024189,0.162943,0.403883,0.095331,0.168932,32.485784,moonshotai/kimi-k2.5,bart
plot+table,on,off,off,0.01265,0.272552,0.399002,0.113829,0.141646,3.774037,moonshotai/kimi-k2.5,bert
plot+table,on,off,off,0.032773,0.210632,0.386431,0.103397,0.168142,14.364351,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,off,off,0.013928,0.171821,0.401537,0.075072,0.159462,29.804384,moonshotai/kimi-k2.5,t5
plot,off,on,off,0.017161,0.166525,0.381679,0.074766,0.156064,12.08181,moonshotai/kimi-k2.5,bart
plot,off,on,off,0.016962,0.285858,0.403029,0.075789,0.14472,-4.609228,moonshotai/kimi-k2.5,bert
plot,off,on,off,0.005192,0.088378,0.193388,0.029801,0.089256,-14.058409,moonshotai/kimi-k2.5,longformer_ext
plot,off,on,off,0.009547,0.142574,0.341071,0.055456,0.15,7.123843,moonshotai/kimi-k2.5,t5
plot,off,on,off,0.049749,0.181091,0.481881,0.14524,0.22331,28.817515,moonshotai/kimi-k2.5,bart
plot,off,on,off,0.033283,0.272521,0.433514,0.142857,0.16,-4.069735,moonshotai/kimi-k2.5,bert
plot,off,on,off,0.049153,0.182379,0.370983,0.104876,0.178145,13.192315,moonshotai/kimi-k2.5,longformer_ext
plot,off,on,off,0.011613,0.13553,0.354322,0.100535,0.153682,9.755315,moonshotai/kimi-k2.5,t5
table,off,on,off,0.022906,0.152293,0.350515,0.058777,0.137986,2.060953,moonshotai/kimi-k2.5,bart
table,off,on,off,0.010473,0.255541,0.334375,0.045348,0.129687,-4.280819,moonshotai/kimi-k2.5,bert
table,off,on,off,0.008527,0.149275,0.324723,0.03252,0.135793,-4.19339,moonshotai/kimi-k2.5,longformer_ext
table,off,on,off,0.022249,0.155428,0.371019,0.049442,0.152866,14.832439,moonshotai/kimi-k2.5,t5
table,off,on,off,0.05149,0.186566,0.392051,0.112217,0.180668,15.637555,moonshotai/kimi-k2.5,bart
table,off,on,off,0.024815,0.251568,0.332248,0.095016,0.131224,-10.93525,moonshotai/kimi-k2.5,bert
table,off,on,off,0.048311,0.176769,0.36246,0.097245,0.165049,31.481747,moonshotai/kimi-k2.5,longformer_ext
table,off,on,off,0.016439,0.154131,0.372428,0.074227,0.156379,13.262821,moonshotai/kimi-k2.5,t5
plot+table,off,on,off,0.026899,0.166886,0.4,0.078555,0.153725,17.073942,moonshotai/kimi-k2.5,bart
plot+table,off,on,off,0.014389,0.287666,0.374716,0.065909,0.143073,0.601115,moonshotai/kimi-k2.5,bert
plot+table,off,on,off,0.00419,0.127927,0.308956,0.018107,0.123254,23.11457,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,on,off,0.013107,0.14944,0.353519,0.044262,0.1473,13.974056,moonshotai/kimi-k2.5,t5
plot+table,off,on,off,0.042584,0.157593,0.371909,0.116947,0.18002,16.005071,moonshotai/kimi-k2.5,bart
plot+table,off,on,off,0.02482,0.265781,0.371889,0.108451,0.143485,-7.820425,moonshotai/kimi-k2.5,bert
plot+table,off,on,off,0.036348,0.177985,0.299854,0.084548,0.142649,12.21921,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,on,off,0.011718,0.141389,0.346585,0.073544,0.142712,23.732308,moonshotai/kimi-k2.5,t5
plot,off,off,on,0.019226,0.160361,0.408922,0.111732,0.163569,27.669248,moonshotai/kimi-k2.5,bart
plot,off,off,on,0.022361,0.286813,0.4308,0.08262,0.157021,0.31587,moonshotai/kimi-k2.5,bert
plot,off,off,on,0.001087,0.057829,0.175947,0.026786,0.08686,10.943161,moonshotai/kimi-k2.5,longformer_ext
plot,off,off,on,0.008369,0.121992,0.321058,0.05298,0.137866,16.46303,moonshotai/kimi-k2.5,t5
plot,off,off,on,0.035226,0.184525,0.433581,0.132055,0.191286,21.507778,moonshotai/kimi-k2.5,bart
plot,off,off,on,0.030291,0.240629,0.398335,0.113095,0.151011,-7.498828,moonshotai/kimi-k2.5,bert
plot,off,off,on,0.056134,0.214652,0.413454,0.152835,0.185398,1.606087,moonshotai/kimi-k2.5,longformer_ext
plot,off,off,on,0.02407,0.151691,0.409924,0.125405,0.1726,16.682879,moonshotai/kimi-k2.5,t5
table,off,off,on,0.010335,0.14731,0.384348,0.073171,0.170435,19.476904,moonshotai/kimi-k2.5,bart
table,off,off,on,0.017395,0.277263,0.405568,0.071528,0.150348,-3.154832,moonshotai/kimi-k2.5,bert
table,off,off,on,0.00246,0.087519,0.242972,0.028169,0.110442,-3.815,moonshotai/kimi-k2.5,longformer_ext
table,off,off,on,0.006491,0.134306,0.357798,0.055147,0.157798,19.069819,moonshotai/kimi-k2.5,t5
table,off,off,on,0.035291,0.167133,0.400831,0.116545,0.195223,16.20421,moonshotai/kimi-k2.5,bart
table,off,off,on,0.026402,0.244368,0.393788,0.092171,0.15086,-3.840646,moonshotai/kimi-k2.5,bert
table,off,off,on,0.025095,0.168922,0.363801,0.076156,0.133937,15.644034,moonshotai/kimi-k2.5,longformer_ext
table,off,off,on,0.009933,0.135484,0.338834,0.079383,0.167217,30.942482,moonshotai/kimi-k2.5,t5
plot+table,off,off,on,0.011696,0.136317,0.350046,0.052968,0.156791,5.208142,moonshotai/kimi-k2.5,bart
plot+table,off,off,on,0.020674,0.275977,0.413466,0.075937,0.159317,5.217239,moonshotai/kimi-k2.5,bert
plot+table,off,off,on,0.007237,0.114943,0.285946,0.032547,0.115353,16.232403,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,off,on,0.009699,0.13317,0.345794,0.059925,0.158879,22.251547,moonshotai/kimi-k2.5,t5
plot+table,off,off,on,0.054707,0.184462,0.434442,0.135294,0.189824,27.562638,moonshotai/kimi-k2.5,bart
plot+table,off,off,on,0.031946,0.267885,0.407192,0.118581,0.160762,-4.835523,moonshotai/kimi-k2.5,bert
plot+table,off,off,on,0.024627,0.183068,0.387417,0.086235,0.134106,20.7977,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,off,on,0.015917,0.158301,0.37849,0.093264,0.169597,34.428588,moonshotai/kimi-k2.5,t5
plot,on,off,on,0.029454,0.168589,0.417036,0.090667,0.175688,24.176174,moonshotai/kimi-k2.5,bart
plot,on,off,on,0.014232,0.294305,0.438009,0.087862,0.155656,-1.577385,moonshotai/kimi-k2.5,bert
plot,on,off,on,0.018456,0.201775,0.412518,0.065527,0.172119,-22.388827,moonshotai/kimi-k2.5,longformer_ext
plot,on,off,on,0.00446,0.109073,0.292969,0.048924,0.119141,24.877349,moonshotai/kimi-k2.5,t5
plot,on,off,on,0.013737,0.142941,0.389978,0.115721,0.180828,35.339881,moonshotai/kimi-k2.5,bart
plot,on,off,on,0.013517,0.240911,0.394236,0.124639,0.148703,-5.093143,moonshotai/kimi-k2.5,bert
plot,on,off,on,0.020648,0.141694,0.305556,0.069565,0.147569,-67.601921,moonshotai/kimi-k2.5,longformer_ext
plot,on,off,on,0.00752,0.123633,0.285063,0.059429,0.139111,22.25209,moonshotai/kimi-k2.5,t5
table,on,off,on,0.02663,0.168598,0.390572,0.079258,0.175084,16.00818,moonshotai/kimi-k2.5,bart
table,on,off,on,0.01195,0.272483,0.390182,0.062685,0.138807,-4.324413,moonshotai/kimi-k2.5,bert
table,on,off,on,0.014421,0.163727,0.377622,0.057588,0.14763,-3.203662,moonshotai/kimi-k2.5,longformer_ext
table,on,off,on,0.009236,0.139356,0.34386,0.054482,0.14386,14.963339,moonshotai/kimi-k2.5,t5
table,on,off,on,0.019265,0.163178,0.385757,0.087215,0.162216,27.802159,moonshotai/kimi-k2.5,bart
table,on,off,on,0.010807,0.229753,0.356913,0.092275,0.129689,-3.326303,moonshotai/kimi-k2.5,bert
table,on,off,on,0.031255,0.198337,0.348024,0.082192,0.155015,-5.500897,moonshotai/kimi-k2.5,longformer_ext
table,on,off,on,0.011869,0.135255,0.318527,0.067318,0.147346,19.506906,moonshotai/kimi-k2.5,t5
plot+table,on,off,on,0.028313,0.162977,0.388136,0.076401,0.161017,13.066212,moonshotai/kimi-k2.5,bart
plot+table,on,off,on,0.012206,0.280329,0.402428,0.072917,0.153513,4.021242,moonshotai/kimi-k2.5,bert
plot+table,on,off,on,0.024353,0.218398,0.393443,0.068522,0.168211,11.253445,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,off,on,0.013466,0.150949,0.384,0.067676,0.165333,29.2567,moonshotai/kimi-k2.5,t5
plot+table,on,off,on,0.026426,0.16396,0.400822,0.094748,0.178828,24.806539,moonshotai/kimi-k2.5,bart
plot+table,on,off,on,0.022216,0.253387,0.424666,0.109493,0.153578,5.380794,moonshotai/kimi-k2.5,bert
plot+table,on,off,on,0.018334,0.168862,0.372943,0.082418,0.149909,10.814932,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,off,on,0.013974,0.152692,0.327424,0.062696,0.148071,25.71165,moonshotai/kimi-k2.5,t5
plot,on,on,off,0.009317,0.17922,0.403481,0.052298,0.147152,14.900652,moonshotai/kimi-k2.5,bart
plot,on,on,off,0.007691,0.276241,0.373602,0.065672,0.131991,-4.760391,moonshotai/kimi-k2.5,bert
plot,on,on,off,0.01044,0.186684,0.41395,0.051632,0.16376,10.367797,moonshotai/kimi-k2.5,longformer_ext
plot,on,on,off,0.008069,0.152176,0.371594,0.051282,0.135425,15.101578,moonshotai/kimi-k2.5,t5
plot,on,on,off,0.046794,0.196294,0.457853,0.136889,0.186335,20.420084,moonshotai/kimi-k2.5,bart
plot,on,on,off,0.010645,0.256875,0.359215,0.105892,0.131399,-1.005471,moonshotai/kimi-k2.5,bert
plot,on,on,off,0.021686,0.167855,0.328654,0.06617,0.142031,-11.320372,moonshotai/kimi-k2.5,longformer_ext
plot,on,on,off,0.020801,0.165397,0.410448,0.095327,0.160448,22.143394,moonshotai/kimi-k2.5,t5
table,on,on,off,0.019947,0.177941,0.410219,0.070175,0.162044,16.597456,moonshotai/kimi-k2.5,bart
table,on,on,off,0.006693,0.267366,0.349558,0.051661,0.124631,-4.665686,moonshotai/kimi-k2.5,bert
table,on,on,off,0.006061,0.138595,0.318318,0.033083,0.127628,8.861276,moonshotai/kimi-k2.5,longformer_ext
table,on,on,off,0.008517,0.128304,0.333054,0.035205,0.123849,11.091129,moonshotai/kimi-k2.5,t5
table,on,on,off,0.032007,0.20976,0.407816,0.088511,0.163127,19.464886,moonshotai/kimi-k2.5,bart
table,on,on,off,0.011405,0.275526,0.327718,0.091188,0.112557,-4.741098,moonshotai/kimi-k2.5,bert
table,on,on,off,0.014395,0.206007,0.391159,0.089873,0.148694,22.797349,moonshotai/kimi-k2.5,longformer_ext
table,on,on,off,0.018102,0.154173,0.338605,0.067102,0.139535,15.533525,moonshotai/kimi-k2.5,t5
plot+table,on,on,off,0.026918,0.164382,0.390713,0.065758,0.169736,13.075922,moonshotai/kimi-k2.5,bart
plot+table,on,on,off,0.010339,0.279044,0.368254,0.072008,0.143915,-2.337322,moonshotai/kimi-k2.5,bert
plot+table,on,on,off,0.020173,0.165987,0.361946,0.061605,0.1402,10.995495,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,on,off,0.008634,0.138484,0.365979,0.041308,0.140893,13.296596,moonshotai/kimi-k2.5,t5
plot+table,on,on,off,0.037036,0.198623,0.44523,0.118584,0.173145,20.417593,moonshotai/kimi-k2.5,bart
plot+table,on,on,off,0.015229,0.246231,0.343006,0.096229,0.122131,-5.127027,moonshotai/kimi-k2.5,bert
plot+table,on,on,off,0.032757,0.162987,0.355906,0.086751,0.146457,11.866139,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,on,off,0.014852,0.190422,0.408088,0.084715,0.154412,18.860313,moonshotai/kimi-k2.5,t5
plot,off,on,on,0.023781,0.14097,0.356383,0.065719,0.150709,4.663167,moonshotai/kimi-k2.5,bart
plot,off,on,on,0.024101,0.299379,0.422058,0.086919,0.14416,-4.364043,moonshotai/kimi-k2.5,bert
plot,off,on,on,0.016192,0.195675,0.424766,0.07354,0.159827,3.7686,moonshotai/kimi-k2.5,longformer_ext
plot,off,on,on,0.019114,0.128459,0.362466,0.071889,0.149034,12.126181,moonshotai/kimi-k2.5,t5
plot,off,on,on,0.050696,0.190972,0.404449,0.119554,0.171891,24.608289,moonshotai/kimi-k2.5,bart
plot,off,on,on,0.025346,0.224586,0.345156,0.09009,0.134463,-14.276956,moonshotai/kimi-k2.5,bert
plot,off,on,on,0.041911,0.161025,0.312751,0.085141,0.144346,17.71611,moonshotai/kimi-k2.5,longformer_ext
plot,off,on,on,0.015021,0.146988,0.38193,0.102881,0.162218,19.575529,moonshotai/kimi-k2.5,t5
table,off,on,on,0.029562,0.169192,0.389155,0.07508,0.161085,3.897028,moonshotai/kimi-k2.5,bart
table,off,on,on,0.014658,0.272203,0.36419,0.059474,0.134095,-10.618502,moonshotai/kimi-k2.5,bert
table,off,on,on,0.005998,0.118634,0.282416,0.037367,0.117229,-11.010688,moonshotai/kimi-k2.5,longformer_ext
table,off,on,on,0.017799,0.143319,0.352537,0.05857,0.137575,13.573225,moonshotai/kimi-k2.5,t5
table,off,on,on,0.045306,0.184218,0.379377,0.107212,0.184825,8.913013,moonshotai/kimi-k2.5,bart
table,off,on,on,0.027084,0.254917,0.358529,0.091002,0.137896,-9.185171,moonshotai/kimi-k2.5,bert
table,off,on,on,0.053538,0.178057,0.331092,0.090909,0.159664,18.540164,moonshotai/kimi-k2.5,longformer_ext
table,off,on,on,0.023565,0.151444,0.362376,0.085317,0.156436,23.494917,moonshotai/kimi-k2.5,t5
plot+table,off,on,on,0.02814,0.196445,0.429561,0.086353,0.177059,12.094181,moonshotai/kimi-k2.5,bart
plot+table,off,on,on,0.01251,0.288653,0.372717,0.061917,0.128215,-7.895107,moonshotai/kimi-k2.5,bert
plot+table,off,on,on,0.015108,0.168163,0.38806,0.069237,0.168107,12.939322,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,on,on,0.017725,0.170607,0.392063,0.063593,0.165079,10.528156,moonshotai/kimi-k2.5,t5
plot+table,off,on,on,0.044512,0.179439,0.398068,0.108422,0.17971,26.211667,moonshotai/kimi-k2.5,bart
plot+table,off,on,on,0.023593,0.255659,0.386995,0.096588,0.15312,-5.226984,moonshotai/kimi-k2.5,bert
plot+table,off,on,on,0.054806,0.205346,0.383234,0.109683,0.169376,-5.880506,moonshotai/kimi-k2.5,longformer_ext
plot+table,off,on,on,0.015024,0.15378,0.381857,0.099366,0.179325,33.337938,moonshotai/kimi-k2.5,t5
plot,on,on,on,0.014337,0.176939,0.398387,0.071082,0.177419,22.440834,moonshotai/kimi-k2.5,bart
plot,on,on,on,0.010526,0.271544,0.375911,0.074472,0.137323,-6.537036,moonshotai/kimi-k2.5,bert
plot,on,on,on,0.042594,0.218899,0.421536,0.09073,0.168089,-15.683561,moonshotai/kimi-k2.5,longformer_ext
plot,on,on,on,0.014675,0.151081,0.384348,0.062718,0.149565,13.815957,moonshotai/kimi-k2.5,t5
plot,on,on,on,0.019564,0.183796,0.432432,0.126379,0.188188,23.725734,moonshotai/kimi-k2.5,bart
plot,on,on,on,0.012083,0.23564,0.341085,0.09312,0.1323,-8.431744,moonshotai/kimi-k2.5,bert
plot,on,on,on,0.022955,0.168951,0.355628,0.075163,0.159869,-5.191858,moonshotai/kimi-k2.5,longformer_ext
plot,on,on,on,0.012892,0.150873,0.370514,0.077745,0.155189,21.800107,moonshotai/kimi-k2.5,t5
table,on,on,on,0.016206,0.179558,0.404372,0.068804,0.160812,9.527305,moonshotai/kimi-k2.5,bart
table,on,on,on,0.007906,0.278324,0.368053,0.050092,0.133971,-9.980824,moonshotai/kimi-k2.5,bert
table,on,on,on,0.013573,0.220661,0.452525,0.064734,0.16835,15.851803,moonshotai/kimi-k2.5,longformer_ext
table,on,on,on,0.012029,0.157447,0.372483,0.05042,0.144295,17.686588,moonshotai/kimi-k2.5,t5
table,on,on,on,0.037155,0.204955,0.412823,0.112764,0.165754,23.359211,moonshotai/kimi-k2.5,bart
table,on,on,on,0.009121,0.237724,0.302334,0.082314,0.105965,-4.901637,moonshotai/kimi-k2.5,bert
table,on,on,on,0.022728,0.206158,0.378855,0.089706,0.152717,7.324994,moonshotai/kimi-k2.5,longformer_ext
table,on,on,on,0.018497,0.182129,0.391608,0.078809,0.15035,14.570476,moonshotai/kimi-k2.5,t5
plot+table,on,on,on,0.027235,0.174222,0.406349,0.084261,0.174603,9.91774,moonshotai/kimi-k2.5,bart
plot+table,on,on,on,0.013174,0.281625,0.370505,0.068339,0.141664,-6.727498,moonshotai/kimi-k2.5,bert
plot+table,on,on,on,0.009781,0.24326,0.438129,0.067576,0.155121,3.453162,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,on,on,0.008717,0.158435,0.36214,0.047815,0.146502,13.515666,moonshotai/kimi-k2.5,t5
plot+table,on,on,on,0.041606,0.178821,0.38733,0.092475,0.159276,13.442464,moonshotai/kimi-k2.5,bart
plot+table,on,on,on,0.008166,0.250867,0.31525,0.070971,0.113627,-8.86747,moonshotai/kimi-k2.5,bert
plot+table,on,on,on,0.019424,0.196209,0.380669,0.067014,0.141264,17.071302,moonshotai/kimi-k2.5,longformer_ext
plot+table,on,on,on,0.016464,0.156582,0.356299,0.086785,0.165354,20.65474,moonshotai/kimi-k2.5,t5
